parent_id,parent_name,length_meters,dip_degrees_min,dip_degrees_max,dip_degrees_mean,upper_depth_km_min,upper_depth_km_max,upper_depth_km_mean,lower_depth_km_min,lower_depth_km_max,lower_depth_km_mean
1195,Olinghouse,27013.214,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1196,Oneil Basin (east),26490.866,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1197,Oneil Basin (west),18478.203,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1198,Pahrump,13533.968,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1199,Palisade Mesa,17918.621,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1200,Park Range,21130.988,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1201,Peko Peak,10242.179,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1204,Pilot Creek Valley,7913.392,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1205,Pilot Range,10692.752,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1206,Pleasant Valley (China Mountain),10394.275,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1207,Pleasant Valley (Pearce),32594.211,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1208,Pleasant Valley (Sou Hills),22909.775,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1209,Pleasant Valley (Tobin),18491.314,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1210,Preston,17345.344,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1211,Ravenswood,39069.88,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1212,Red Buttes,15869.4,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1213,Ruby Mountains (center),33011.136,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1214,Rock Valley,64123.397,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1215,Sagouse,13584.367,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1219,Sheep Range,27823.723,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1220,Sheep Range - East Desert Range,22242.218,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1221,Silver King Pass,10049.808,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1222,Six-mile Flat,17901.331,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1223,Smith Valley (south),35968.749,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1224,Snake Valley (south),31227.475,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1225,Southeast Fish Creek Mountains,9768.311,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1226,Sheep Creek Range (southeast),43611.594,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1227,Southern Huntington Valley,23427.925,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1228,Southern Snake Range,17916.498,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1229,Southern Spring Valley,43282.255,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1230,Spotted Range,30667.147,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1232,Steptoe Valley (west),163026.924,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1233,Terraced Hills,21550.708,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1234,The Cove,25361.921,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1235,Thousand Springs Valley,19241.83,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1236,Tikaboo,9506.654,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1237,Toquima Range,61576.081,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1238,Tuscarora,14838.775,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1239,Paradise Range (unnamed),20268.707,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1240,Andesite Ridge (unnamed),23136.216,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1241,Pilot Mountains (unnamed),16207.009,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1242,Bluewing Mountains (unnamed),12929.554,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1243,Reno (unnamed),16110.891,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1244,Dead Camel Mountain (unnamed),14438.51,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1245,"Desert Mountains (center, unnamed)",9420.627,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1246,"Desert Mountains (east, unnamed)",9933.661,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1247,"Desert Mountains (west, unnamed)",7706.571,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1248,"Long Valley (center, unnamed)",9350.902,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1249,"Long Valley (north, unnamed)",10772.605,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1250,"Long Valley (south, unnamed)",14316.9,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1251,Pine Mountains (unnamed),10092.401,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1252,Little Valley (unnamed),26599.731,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1253,The Lava Beds (west),7248.314,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1254,Garden Valley (unnamed),37412.033,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1255,Luning (unnamed),13630.297,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1256,Sahwave Mountains (unnamed),14427.78,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1257,Cedar Mountains (unnamed),17461.33,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1259,Fourmile Flat (unnamed),7166.994,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1260,Gabbs Valley (unnamed),23017.882,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1261,Pine Valley (unnamed),8072.192,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1262,Trinity Range (unnamed),36801.573,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1263,Volcanic Hills (unnamed),16663.967,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1264,White River Valley (unnamed),30957.149,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1265,Candelaria Hills (unnamed),31823.381,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1266,Packard Flat (unnamed),11177.133,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1268,Ione Valley (unnamed),7890.707,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1269,Clan Alpine Mountains (unnamed),15089.097,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1270,Pahranagat Valley (unnamed),15139.821,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1271,Antelope Range (unnamed),26733.902,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1272,Wellington Hills (unnamed),8075.143,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1273,Wahmonie,15164.619,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1274,"Warner Valley (east, Coleman Valley)",49662.989,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1275,"Warner Valley (west, Coleman Valley)",16084.122,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1276,West Dry Lake,16096.303,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1278,West Specter Range,9148.932,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1280,Western Bull Run Mountains,17195.204,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1281,Western Fairview Peak,21962.645,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1282,Western Reveille Range,27206.015,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1283,Western Roberts Mountains,10669.214,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1284,Western Tecoma Valley,21494.304,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1285,Wheeler Peak,17821.371,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1287,Wildcat Wash,21790.067,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1288,Yucca - Boundary,26273.409,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1289,Yucca Mountains (east),18948.471,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1290,Yucca Mountains (west),24826.858,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1291,East Carson Valley (proxy),37772.628,70.0,70.0,70.0,0.0,0.0,0.0,15.0,15.0,15.0
2000,Algodones,31995.416,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2001,Aubrey,64761.311,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2002,Big Chino - Little Chino,64342.491,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2003,Dutchman Draw,18039.216,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2004,Hurricane (center),108376.269,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2005,Hurricane (south),99640.238,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2006,Sevier - Toroweap,171259.367,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2016,Arrowhead - Citadel Ruins,11553.946,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2017,Babbitt Lake,7742.774,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2018,Bellemont,10923.402,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2019,Bill Williams,21176.262,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2020,Black Point - Doney Mountain (center),9363.25,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2021,Black Point - Doney Mountain (north),7944.094,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2022,Black Point - Doney Mountain (south),8067.597,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2023,Cactus Flats,9267.495,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2024,Cameron Graben,14618.601,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2025,Campbell Francis - Large Whiskers - Rimmy Jim,19036.813,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2026,Carefree,10897.535,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2027,Casner Cabin,10191.76,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2028,Cataract Creek,50785.899,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2029,Cedar Ranch,10144.928,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2030,Cedar Wash,11984.946,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2031,Concho,39160.0,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2032,Coyote Wash,34003.068,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2033,Detrital Valley,11029.596,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2034,Grand Wash,41009.739,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2035,Horseshoe,21644.218,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2036,Huachuca,19263.988,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2037,Leupps,12984.198,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2038,Littlefield Mesa,23312.785,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2039,Main Street,88443.695,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2040,Mead Slope,10678.115,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2041,Mesquite,40542.013,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2042,Metz Tank,7657.644,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2043,Needles Graben,18599.427,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2044,Swisshelm (north),16723.813,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2045,Pedrogosa,27509.083,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2046,Pearl Harbor,15500.33,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2047,Prescott Valley Grabens,7808.104,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2048,Rock House (northeast),7287.253,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2049,Rock House (northwest),8770.132,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2050,Rock House (south),17800.883,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2051,Safford,34539.692,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2052,Santa Rita (north),19222.09,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2053,Santa Rita (south),34828.121,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2054,Seligman,16542.327,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2055,Swisshelm (south),7639.922,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2056,SP Crater,9710.523,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2057,Sugarloaf,8319.991,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2058,Sunshine,35362.122,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2059,Uinkaret volcanic field,18847.982,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2060,Verde,7869.681,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2061,Vernon,59319.359,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2062,Pitaycachi (north),77789.632,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2063,Pitaycachi (south),18650.037,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2100,Gore Range,75583.668,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2101,"Sangre de Cristo (Crestone, Blanca, Zapata, San Luis)",157946.792,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2102,Sawatch (south),44377.909,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2103,Williams Fork Mountains,18528.329,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2190,Busted Boiler,18390.831,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2191,East-Side Chase Gulch,31426.073,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2192,Mesita,23004.079,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2194,Sangre de Cristo (San Luis),32714.198,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2195,Roubideau Creek,30171.237,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2196,Villa Grove,19809.258,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2201,Big Flat,31128.839,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2202,Cuddy Mountain,29855.103,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2203,Eastern Bear Lake,81529.492,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2205,Lost River,145279.711,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2206,Rush Peak,28898.829,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2207,Sawtooth,62033.585,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2208,Squaw Creek,49060.281,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2218,Beaverhead (Blue Dome),21739.683,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2219,Beaverhead (north),114367.152,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2220,Boulder front,9528.633,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2221,Curlew Valley,21198.273,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2222,East Gem Valley,23579.087,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2223,"Lemhi (Big Gulch, Warm Creek)",40744.081,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2224,"Lemhi (Ellis, May, Big Gulch)",65285.273,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2225,"Lemhi (Fallert Springs, Howe)",42920.061,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2226,Lone Pine,29458.887,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2227,Owyhee Mountains - Halfway Gulch,17660.514,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2228,Shirt Creek,9127.927,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2229,Wasatch (Malad City),46111.934,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2230,West Pocatello Valley,7732.785,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2231,Western Bear Lake,28013.185,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2300,Blacktail,27555.38,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2301,Canyon Ferry,49132.219,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2302,Centennial (east),66681.554,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2303,Emigrant,56405.979,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2304,Georgia Gulch,14367.282,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2305,Hebgen,14423.103,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2306,Helena Valley,20215.164,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2307,Jocko,15863.505,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2308,Madison,112574.953,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2309,Mission,91831.094,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2310,Red Rock,26494.132,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2311,Red Rock Hills,12570.718,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2312,Sweetwater,13245.989,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2313,Thompson Valley,10953.317,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2323,Beaver Creek (MT),12265.877,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2324,Bitterroot,69525.507,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2325,Boulder River valley western border,26856.175,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2326,Canyon Ferry (Toston),20350.619,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2327,Hilger,21008.889,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2328,Lima Reservoir,18822.469,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2329,Red Canyon,33528.516,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2330,Spokane Hills,14236.649,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2331,Vendome,11363.872,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2332,Polaris (MT),7814.472,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2333,Centennial (west),9168.595,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2400,Alamogordo,130891.88,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2402,Caballo (NM),25327.013,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2403,Jemez - San Ysidro (Calabacillas),41685.056,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2404,Canones,30729.864,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2405,County Dump,31891.976,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2406,East Paradise,13289.896,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2407,Embudo,50924.065,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
2408,Gallina,46676.273,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2409,Hubbell Spring,41135.716,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2410,Jemez - San Ysidro (Jemez),26636.604,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2411,La Bajada,48816.857,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2412,La Canada del Amagre,12656.883,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2413,La Jencia,42507.081,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2414,Lobato Mesa,14283.35,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2415,Nacimiento,81518.57,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2416,Nambe,49924.195,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2417,Organ Mountains,29730.711,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2418,Pajarito,54036.959,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2419,Picuris - Pecos,99573.373,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2421,Puye,11073.564,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2422,San Andres Mountains,130723.57,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2423,San Felipe (proxy),43118.204,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2424,San Francisco,42939.703,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2425,Sawyer Canyon,9162.015,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2426,Socorro Canyon,43234.059,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2427,Sangre de Cristo (south),105619.709,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2428,Tijeras - Canoncito,80958.386,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
2429,Zia,34124.409,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2439,Animas Valley,19965.404,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2440,Artillery Range,26298.369,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2441,Black Hill,10392.394,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2442,Blue Mountain,15058.257,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2443,Cebollita Mesa,14090.897,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2444,Cemetery,10219.813,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2445,Cliff,24647.486,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2446,Coyote Springs,21167.424,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2447,Derry Hills - Foothills,15341.412,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2448,East Potrillo,28294.291,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2449,East Rincon Hills,7612.983,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2450,East Robledo,51846.595,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2451,East Tonuco,17483.867,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2452,Cochiti Pueblo,28203.972,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2453,Faults north of Placitas,12925.627,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2454,Fitzgerald,29610.963,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2455,Gillespie Mountain,26014.897,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2456,Gold Hill (north),11955.558,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2457,Gold Hill (south),16322.741,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2458,Gray Ranch,14951.095,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2459,Guadalupe,9743.706,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2460,Hachita Valley,23804.03,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2461,Hickman,8725.855,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2462,Hueco,54267.226,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2465,Jemez - San Ysidro (San Ysidro),17187.735,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2466,"Jornada Draw (north, Engle Lake)",28627.833,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2467,Jornada Draw (south),18869.723,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2470,Loma Blanca,23217.378,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2471,Loma Pelada,25939.85,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2472,Los Pinos,18372.015,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2473,Manzano,59416.18,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2474,Mastodon,17053.676,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2475,Mike Well - Bosque del Apache,24850.953,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
2476,Mount Riley,37142.617,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
